,permid2,Mkt_RF_coef,bm_coef,MomentumL6m_coef,mkt_cap_coef,const_coef
68,VjgSMa73QTVsABVssEBQXB,0.2993823224467691,0.04908691860876395,0.5133858874108553,-0.013333486734735223,0.1099569693119587
69,hqQvVq2wocRuzy6MEeQaUz,0.48411923438402704,0.3169371897125435,0.002774217729233116,0.20103552898574967,-1.6401617951823273
70,jkJgiGprTQpfaYkyiAQxQc,1.138881771806214,0.041159034292829466,-0.14558908981105317,0.1629098564563305,-1.3553362070214243
71,QrdKGpwTdMSxvmY8DrBzqd,0.5005493772602528,0.09452375526809764,0.08251864498321335,0.10537451344292792,-0.9647035654868055
72,4kfSG9yyewUHTjT8fUSEMQ,1.0388015174148766,0.06547491073485656,0.22188204476183482,0.24512126271350287,-2.2264232249983555
73,Ut5Yg5igkCdwrJEnzWeQvQ,0.5760703936556633,0.20377343505684445,0.09573824754910394,0.13756491868564302,-1.3036767072288364
74,M7jRj2HqUNzDvaCd4BV4H2,0.15683059310980618,0.198988389630576,-0.7873890760882442,0.8971663705497004,-7.59033524059295
75,SyPiKuprf5heustHpNasSX,0.42213021817239776,0.2661487698379914,0.16964891220966838,0.34418791213474975,-3.1834337769718557
76,KAxQhhtpHw5t46kNZAx8Wa,0.5955427871430786,0.050904342370401034,-0.14571877556556045,0.05542731808690882,-0.52205392760076
77,eYWfQzooGgM9ERCt9cSVpJ,0.5180735596285972,0.042596675872056365,0.11711488932785567,0.0155465799321709,-0.18387344511530856
78,hvKgJ54yuv4TDim6WDJQT9,0.245860672207515,-0.028768452053003893,0.09184779309801325,-0.019624965460119104,0.2251480457872486
79,bqjMXMWF9Hgw4nvKvHG7m6,0.4302929200430922,0.2430059469325332,0.12302769277736507,0.0303754987308274,-0.40310847963600305
80,Nq95vrdxjGjFn278GPXv6A,0.20072590491935144,0.17775489688399151,-0.4455168715823592,0.3652357346954379,-2.8718018976912028
